,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Family Aboard,Alone
594,0,2,1,37.0,1,0,26.0,S,Mr,1,0
595,0,3,1,36.0,1,1,24.15,S,Mr,2,0
596,1,2,0,,0,0,33.0,S,Miss,0,0
597,0,3,1,49.0,0,0,0.0,S,Mr,0,0
598,0,3,1,,0,0,7.225,C,Mr,0,1
599,1,1,1,49.0,1,0,56.9292,C,Special,1,0
600,1,2,0,24.0,2,1,27.0,S,Mrs,3,0
601,0,3,1,,0,0,7.8958,S,Mr,0,1
602,0,1,1,,0,0,42.4,S,Mr,0,1
603,0,3,1,44.0,0,0,8.05,S,Mr,0,1
604,1,1,1,35.0,0,0,26.55,C,Mr,0,1
605,0,3,1,36.0,1,0,15.55,S,Mr,1,0
606,0,3,1,30.0,0,0,7.8958,S,Mr,0,1
607,1,1,1,27.0,0,0,30.5,S,Mr,0,1
608,1,2,0,22.0,1,2,41.5792,C,Mrs,3,0
609,1,1,0,40.0,0,0,153.4625,S,Miss,0,0
610,0,3,0,39.0,1,5,31.275,S,Mrs,6,0
611,0,3,1,,0,0,7.05,S,Mr,0,1
612,1,3,0,,1,0,15.5,Q,Miss,1,0
613,0,3,1,,0,0,7.75,Q,Mr,0,1
614,0,3,1,35.0,0,0,8.05,S,Mr,0,1
615,1,2,0,24.0,1,2,65.0,S,Miss,3,0
616,0,3,1,34.0,1,1,14.4,S,Mr,2,0
617,0,3,0,26.0,1,0,16.1,S,Mrs,1,0
618,1,2,0,4.0,2,1,39.0,S,Miss,3,0
619,0,2,1,26.0,0,0,10.5,S,Mr,0,1
620,0,3,1,27.0,1,0,14.4542,C,Mr,1,0
621,1,1,1,42.0,1,0,52.5542,S,Mr,1,0
622,1,3,1,20.0,1,1,15.7417,C,Mr,2,0
623,0,3,1,21.0,0,0,7.8542,S,Mr,0,1
624,0,3,1,21.0,0,0,16.1,S,Mr,0,0
625,0,1,1,61.0,0,0,32.3208,S,Mr,0,1
626,0,2,1,57.0,0,0,12.35,Q,Rev,0,1
627,1,1,0,21.0,0,0,77.9583,S,Miss,0,0
628,0,3,1,26.0,0,0,7.8958,S,Mr,0,1
629,0,3,1,,0,0,7.7333,Q,Mr,0,1
630,1,1,1,80.0,0,0,30.0,S,Mr,0,1
631,0,3,1,51.0,0,0,7.0542,S,Mr,0,1
632,1,1,1,32.0,0,0,30.5,C,Dr,0,1
633,0,1,1,,0,0,0.0,S,Mr,0,1
634,0,3,0,9.0,3,2,27.9,S,Miss,5,0
635,1,2,0,28.0,0,0,13.0,S,Miss,0,1
636,0,3,1,32.0,0,0,7.925,S,Mr,0,1
637,0,2,1,31.0,1,1,26.25,S,Mr,2,0
638,0,3,0,41.0,0,5,39.6875,S,Mrs,5,0
639,0,3,1,,1,0,16.1,S,Mr,1,0
640,0,3,1,20.0,0,0,7.8542,S,Mr,0,1
641,1,1,0,24.0,0,0,69.3,C,Miss,0,0
642,0,3,0,2.0,3,2,27.9,S,Miss,5,0
643,1,3,1,,0,0,56.4958,S,Mr,0,0
644,1,3,0,0.75,2,1,19.2583,C,Miss,3,0
645,1,1,1,48.0,1,0,76.7292,C,Mr,1,0
646,0,3,1,19.0,0,0,7.8958,S,Mr,0,1
647,1,1,1,56.0,0,0,35.5,C,Special,0,1
648,0,3,1,,0,0,7.55,S,Mr,0,1
649,1,3,0,23.0,0,0,7.55,S,Miss,0,1
650,0,3,1,,0,0,7.8958,S,Mr,0,1
651,1,2,0,18.0,0,1,23.0,S,Miss,1,0
652,0,3,1,21.0,0,0,8.4333,S,Mr,0,1
653,1,3,0,,0,0,7.8292,Q,Miss,0,1
654,0,3,0,18.0,0,0,6.75,Q,Miss,0,1
655,0,2,1,24.0,2,0,73.5,S,Mr,2,0
656,0,3,1,,0,0,7.8958,S,Mr,0,1
657,0,3,0,32.0,1,1,15.5,Q,Mrs,2,0
658,0,2,1,23.0,0,0,13.0,S,Mr,0,1
659,0,1,1,58.0,0,2,113.275,C,Mr,2,0
660,1,1,1,50.0,2,0,133.65,S,Dr,2,0
661,0,3,1,40.0,0,0,7.225,C,Mr,0,1
662,0,1,1,47.0,0,0,25.5875,S,Mr,0,1
663,0,3,1,36.0,0,0,7.4958,S,Mr,0,1
664,1,3,1,20.0,1,0,7.925,S,Mr,1,0
665,0,2,1,32.0,2,0,73.5,S,Mr,2,0
666,0,2,1,25.0,0,0,13.0,S,Mr,0,1
667,0,3,1,,0,0,7.775,S,Mr,0,1
668,0,3,1,43.0,0,0,8.05,S,Mr,0,1
669,1,1,0,,1,0,52.0,S,Mrs,1,0
670,1,2,0,40.0,1,1,39.0,S,Mrs,2,0
671,0,1,1,31.0,1,0,52.0,S,Mr,1,0
672,0,2,1,70.0,0,0,10.5,S,Mr,0,1
673,1,2,1,31.0,0,0,13.0,S,Mr,0,1
674,0,2,1,,0,0,0.0,S,Mr,0,1
675,0,3,1,18.0,0,0,7.775,S,Mr,0,1
676,0,3,1,24.5,0,0,8.05,S,Mr,0,1
677,1,3,0,18.0,0,0,9.8417,S,Miss,0,1
678,0,3,0,43.0,1,6,46.9,S,Mrs,7,0
679,1,1,1,36.0,0,1,512.3292,C,Mr,1,0
680,0,3,0,,0,0,8.1375,Q,Miss,0,1
681,1,1,1,27.0,0,0,76.7292,C,Mr,0,0
682,0,3,1,20.0,0,0,9.225,S,Mr,0,1
683,0,3,1,14.0,5,2,46.9,S,Mr,7,0
684,0,2,1,60.0,1,1,39.0,S,Mr,2,0
685,0,2,1,25.0,1,2,41.5792,C,Mr,3,0
686,0,3,1,14.0,4,1,39.6875,S,Mr,5,0
687,0,3,1,19.0,0,0,10.1708,S,Mr,0,1
688,0,3,1,18.0,0,0,7.7958,S,Mr,0,1
689,1,1,0,15.0,0,1,211.3375,S,Miss,1,0
690,1,1,1,31.0,1,0,57.0,S,Mr,1,0
691,1,3,0,4.0,0,1,13.4167,C,Miss,1,0
692,1,3,1,,0,0,56.4958,S,Mr,0,0
693,0,3,1,25.0,0,0,7.225,C,Mr,0,1
694,0,1,1,60.0,0,0,26.55,S,Special,0,1
695,0,2,1,52.0,0,0,13.5,S,Mr,0,1
696,0,3,1,44.0,0,0,8.05,S,Mr,0,1
697,1,3,0,,0,0,7.7333,Q,Miss,0,1
698,0,1,1,49.0,1,1,110.8833,C,Mr,2,0
699,0,3,1,42.0,0,0,7.65,S,Mr,0,1
700,1,1,0,18.0,1,0,227.525,C,Mrs,1,0
701,1,1,1,35.0,0,0,26.2875,S,Mr,0,1
702,0,3,0,18.0,0,1,14.4542,C,Miss,1,0
703,0,3,1,25.0,0,0,7.7417,Q,Mr,0,1
704,0,3,1,26.0,1,0,7.8542,S,Mr,1,0
705,0,2,1,39.0,0,0,26.0,S,Mr,0,0
706,1,2,0,45.0,0,0,13.5,S,Mrs,0,1
707,1,1,1,42.0,0,0,26.2875,S,Mr,0,1
708,1,1,0,22.0,0,0,151.55,S,Miss,0,0
709,1,3,1,,1,1,15.2458,C,Master,2,0
710,1,1,0,24.0,0,0,49.5042,C,Miss,0,1
711,0,1,1,,0,0,26.55,S,Mr,0,1
712,1,1,1,48.0,1,0,52.0,S,Mr,1,0
713,0,3,1,29.0,0,0,9.4833,S,Mr,0,1
714,0,2,1,52.0,0,0,13.0,S,Mr,0,0
715,0,3,1,19.0,0,0,7.65,S,Mr,0,1
716,1,1,0,38.0,0,0,227.525,C,Miss,0,0
717,1,2,0,27.0,0,0,10.5,S,Miss,0,1
718,0,3,1,,0,0,15.5,Q,Mr,0,1
719,0,3,1,33.0,0,0,7.775,S,Mr,0,1
720,1,2,0,6.0,0,1,33.0,S,Miss,1,0
721,0,3,1,17.0,1,0,7.0542,S,Mr,1,0
722,0,2,1,34.0,0,0,13.0,S,Mr,0,1
723,0,2,1,50.0,0,0,13.0,S,Mr,0,1
724,1,1,1,27.0,1,0,53.1,S,Mr,1,0
725,0,3,1,20.0,0,0,8.6625,S,Mr,0,1
726,1,2,0,30.0,3,0,21.0,S,Mrs,3,0
727,1,3,0,,0,0,7.7375,Q,Miss,0,1
728,0,2,1,25.0,1,0,26.0,S,Mr,1,0
729,0,3,0,25.0,1,0,7.925,S,Miss,1,0
730,1,1,0,29.0,0,0,211.3375,S,Miss,0,0
731,0,3,1,11.0,0,0,18.7875,C,Mr,0,0
732,0,2,1,,0,0,0.0,S,Mr,0,1
733,0,2,1,23.0,0,0,13.0,S,Mr,0,1
734,0,2,1,23.0,0,0,13.0,S,Mr,0,1
735,0,3,1,28.5,0,0,16.1,S,Mr,0,0
736,0,3,0,48.0,1,3,34.375,S,Mrs,4,0
737,1,1,1,35.0,0,0,512.3292,C,Mr,0,0
738,0,3,1,,0,0,7.8958,S,Mr,0,1
739,0,3,1,,0,0,7.8958,S,Mr,0,1
740,1,1,1,,0,0,30.0,S,Mr,0,1
741,0,1,1,36.0,1,0,78.85,S,Mr,1,0
742,1,1,0,21.0,2,2,262.375,C,Miss,4,0
743,0,3,1,24.0,1,0,16.1,S,Mr,1,0
744,1,3,1,31.0,0,0,7.925,S,Mr,0,1
745,0,1,1,70.0,1,1,71.0,S,Special,2,0
746,0,3,1,16.0,1,1,20.25,S,Mr,2,0
747,1,2,0,30.0,0,0,13.0,S,Miss,0,1
748,0,1,1,19.0,1,0,53.1,S,Mr,1,0
749,0,3,1,31.0,0,0,7.75,Q,Mr,0,1
750,1,2,0,4.0,1,1,23.0,S,Miss,2,0
751,1,3,1,6.0,0,1,12.475,S,Master,1,0
752,0,3,1,33.0,0,0,9.5,S,Mr,0,1
753,0,3,1,23.0,0,0,7.8958,S,Mr,0,1
754,1,2,0,48.0,1,2,65.0,S,Mrs,3,0
755,1,2,1,0.67,1,1,14.5,S,Master,2,0
756,0,3,1,28.0,0,0,7.7958,S,Mr,0,1
757,0,2,1,18.0,0,0,11.5,S,Mr,0,1
758,0,3,1,34.0,0,0,8.05,S,Mr,0,1
759,1,1,0,33.0,0,0,86.5,S,Special,0,0
760,0,3,1,,0,0,14.5,S,Mr,0,0
761,0,3,1,41.0,0,0,7.125,S,Mr,0,1
762,1,3,1,20.0,0,0,7.2292,C,Mr,0,1
763,1,1,0,36.0,1,2,120.0,S,Mrs,3,0
764,0,3,1,16.0,0,0,7.775,S,Mr,0,1
765,1,1,0,51.0,1,0,77.9583,S,Mrs,1,0
766,0,1,1,,0,0,39.6,C,Dr,0,1
767,0,3,0,30.5,0,0,7.75,Q,Miss,0,1
768,0,3,1,,1,0,24.15,Q,Mr,1,0
769,0,3,1,32.0,0,0,8.3625,S,Mr,0,1
770,0,3,1,24.0,0,0,9.5,S,Mr,0,1
771,0,3,1,48.0,0,0,7.8542,S,Mr,0,1
772,0,2,0,57.0,0,0,10.5,S,Mrs,0,0
773,0,3,1,,0,0,7.225,C,Mr,0,1
774,1,2,0,54.0,1,3,23.0,S,Mrs,4,0
775,0,3,1,18.0,0,0,7.75,S,Mr,0,1
776,0,3,1,,0,0,7.75,Q,Mr,0,1
777,1,3,0,5.0,0,0,12.475,S,Miss,0,0
778,0,3,1,,0,0,7.7375,Q,Mr,0,1
779,1,1,0,43.0,0,1,211.3375,S,Mrs,1,0
780,1,3,0,13.0,0,0,7.2292,C,Miss,0,1
781,1,1,0,17.0,1,0,57.0,S,Mrs,1,0
782,0,1,1,29.0,0,0,30.0,S,Mr,0,1
783,0,3,1,,1,2,23.45,S,Mr,3,0
784,0,3,1,25.0,0,0,7.05,S,Mr,0,1
785,0,3,1,25.0,0,0,7.25,S,Mr,0,1
786,1,3,0,18.0,0,0,7.4958,S,Miss,0,1
787,0,3,1,8.0,4,1,29.125,Q,Master,5,0
788,1,3,1,1.0,1,2,20.575,S,Master,3,0
789,0,1,1,46.0,0,0,79.2,C,Mr,0,0
790,0,3,1,,0,0,7.75,Q,Mr,0,1
791,0,2,1,16.0,0,0,26.0,S,Mr,0,0
792,0,3,0,,8,2,69.55,S,Miss,10,0
793,0,1,1,,0,0,30.6958,C,Mr,0,1
794,0,3,1,25.0,0,0,7.8958,S,Mr,0,1
795,0,2,1,39.0,0,0,13.0,S,Mr,0,1
796,1,1,0,49.0,0,0,25.9292,S,Dr,0,1
797,1,3,0,31.0,0,0,8.6833,S,Mrs,0,1
798,0,3,1,30.0,0,0,7.2292,C,Mr,0,1
799,0,3,0,30.0,1,1,24.15,S,Mrs,2,0
800,0,2,1,34.0,0,0,13.0,S,Mr,0,0
801,1,2,0,31.0,1,1,26.25,S,Mrs,2,0
802,1,1,1,11.0,1,2,120.0,S,Master,3,0
803,1,3,1,0.42,0,1,8.5167,C,Master,1,0
804,1,3,1,27.0,0,0,6.975,S,Mr,0,1
805,0,3,1,31.0,0,0,7.775,S,Mr,0,1
806,0,1,1,39.0,0,0,0.0,S,Mr,0,1
807,0,3,0,18.0,0,0,7.775,S,Miss,0,1
808,0,2,1,39.0,0,0,13.0,S,Mr,0,1
809,1,1,0,33.0,1,0,53.1,S,Mrs,1,0
810,0,3,1,26.0,0,0,7.8875,S,Mr,0,1
811,0,3,1,39.0,0,0,24.15,S,Mr,0,0
812,0,2,1,35.0,0,0,10.5,S,Mr,0,1
813,0,3,0,6.0,4,2,31.275,S,Miss,6,0
814,0,3,1,30.5,0,0,8.05,S,Mr,0,1
815,0,1,1,,0,0,0.0,S,Mr,0,1
816,0,3,0,23.0,0,0,7.925,S,Miss,0,1
817,0,2,1,31.0,1,1,37.0042,C,Mr,2,0
818,0,3,1,43.0,0,0,6.45,S,Mr,0,1
819,0,3,1,10.0,3,2,27.9,S,Master,5,0
820,1,1,0,52.0,1,1,93.5,S,Mrs,2,0
821,1,3,1,27.0,0,0,8.6625,S,Mr,0,1
822,0,1,1,38.0,0,0,0.0,S,Special,0,1
823,1,3,0,27.0,0,1,12.475,S,Mrs,1,0
824,0,3,1,2.0,4,1,39.6875,S,Master,5,0
825,0,3,1,,0,0,6.95,Q,Mr,0,1
826,0,3,1,,0,0,56.4958,S,Mr,0,0
827,1,2,1,1.0,0,2,37.0042,C,Master,2,0
828,1,3,1,,0,0,7.75,Q,Mr,0,1
829,1,1,0,62.0,0,0,80.0,S,Mrs,0,0
830,1,3,0,15.0,1,0,14.4542,C,Mrs,1,0
831,1,2,1,0.83,1,1,18.75,S,Master,2,0
832,0,3,1,,0,0,7.2292,C,Mr,0,1
833,0,3,1,23.0,0,0,7.8542,S,Mr,0,1
834,0,3,1,18.0,0,0,8.3,S,Mr,0,1
835,1,1,0,39.0,1,1,83.1583,C,Miss,2,0
836,0,3,1,21.0,0,0,8.6625,S,Mr,0,1
837,0,3,1,,0,0,8.05,S,Mr,0,1
838,1,3,1,32.0,0,0,56.4958,S,Mr,0,0
839,1,1,1,,0,0,29.7,C,Mr,0,1
840,0,3,1,20.0,0,0,7.925,S,Mr,0,1
841,0,2,1,16.0,0,0,10.5,S,Mr,0,0
842,1,1,0,30.0,0,0,31.0,C,Miss,0,0
843,0,3,1,34.5,0,0,6.4375,C,Mr,0,1
844,0,3,1,17.0,0,0,8.6625,S,Mr,0,1
845,0,3,1,42.0,0,0,7.55,S,Mr,0,1
846,0,3,1,,8,2,69.55,S,Mr,10,0
847,0,3,1,35.0,0,0,7.8958,C,Mr,0,1
848,0,2,1,28.0,0,1,33.0,S,Rev,1,0
849,1,1,0,,1,0,89.1042,C,Mrs,1,0
850,0,3,1,4.0,4,2,31.275,S,Master,6,0
851,0,3,1,74.0,0,0,7.775,S,Mr,0,1
852,0,3,0,9.0,1,1,15.2458,C,Miss,2,0
853,1,1,0,16.0,0,1,39.4,S,Miss,1,0
854,0,2,0,44.0,1,0,26.0,S,Mrs,1,0
855,1,3,0,18.0,0,1,9.35,S,Mrs,1,0
856,1,1,0,45.0,1,1,164.8667,S,Mrs,2,0
857,1,1,1,51.0,0,0,26.55,S,Mr,0,1
858,1,3,0,24.0,0,3,19.2583,C,Mrs,3,0
859,0,3,1,,0,0,7.2292,C,Mr,0,1
860,0,3,1,41.0,2,0,14.1083,S,Mr,2,0
861,0,2,1,21.0,1,0,11.5,S,Mr,1,0
862,1,1,0,48.0,0,0,25.9292,S,Mrs,0,1
863,0,3,0,,8,2,69.55,S,Miss,10,0
864,0,2,1,24.0,0,0,13.0,S,Mr,0,1
865,1,2,0,42.0,0,0,13.0,S,Mrs,0,1
866,1,2,0,27.0,1,0,13.8583,C,Miss,1,0
867,0,1,1,31.0,0,0,50.4958,S,Mr,0,1
868,0,3,1,,0,0,9.5,S,Mr,0,1
869,1,3,1,4.0,1,1,11.1333,S,Master,2,0
870,0,3,1,26.0,0,0,7.8958,S,Mr,0,1
871,1,1,0,47.0,1,1,52.5542,S,Mrs,2,0
872,0,1,1,33.0,0,0,5.0,S,Mr,0,1
873,0,3,1,47.0,0,0,9.0,S,Mr,0,1
874,1,2,0,28.0,1,0,24.0,C,Mrs,1,0
875,1,3,0,15.0,0,0,7.225,C,Miss,0,1
876,0,3,1,20.0,0,0,9.8458,S,Mr,0,0
877,0,3,1,19.0,0,0,7.8958,S,Mr,0,1
878,0,3,1,,0,0,7.8958,S,Mr,0,1
879,1,1,0,56.0,0,1,83.1583,C,Mrs,1,0
880,1,2,0,25.0,0,1,26.0,S,Mrs,1,0
881,0,3,1,33.0,0,0,7.8958,S,Mr,0,1
882,0,3,0,22.0,0,0,10.5167,S,Miss,0,1
883,0,2,1,28.0,0,0,10.5,S,Mr,0,1
884,0,3,1,25.0,0,0,7.05,S,Mr,0,1
885,0,3,0,39.0,0,5,29.125,Q,Mrs,5,0
886,0,2,1,27.0,0,0,13.0,S,Rev,0,1
887,1,1,0,19.0,0,0,30.0,S,Miss,0,1
888,0,3,0,,1,2,23.45,S,Miss,3,0
889,1,1,1,26.0,0,0,30.0,C,Mr,0,1
890,0,3,1,32.0,0,0,7.75,Q,Mr,0,1
